LAT;LONG;PortName;UN-PortCode
60.7222;-46.0403;Qaqortoq (Julianehåb);GLJJU
36.1105;120.3557;Qingdao;CNTAO
46.8127;-71.2194;Quebec;CAQUE
-4.2019;152.1591;Rabaul;PGRAB
-21.2081;-159.7886;Rarotonga;CKRAR
61.1414;21.4314;Rauma;FIRAU
44.4183;12.1864;Ravenna;ITRAN
-8.0631;-34.8731;Recife;BRREC
38.1;15.65;Reggio Calabria;ITREG
64.15;-21.95;Reykjavik;ISREY
36.446;28.2335;Rhodes;GRRHO
-28.8;32.1;Richards Bay;ZARCB
56.9507;24.1028;Riga;LVRIX
45.3244;14.44;Rijeka;HRRJK
-22.9122;-43.175;Rio de Janeiro;BRRIO
-29.8178;-53.2135;Rio Grande do Sul;BRRIG
16.3855;-86.4363;Roatan  (Mahogany Bay);HNRTM
16.3855;-86.4363;Roatan (Coxen Hole);HNRTC
55.0993;14.6976;Ronne, Bornholm;DKRNN
15.302;-61.3861;Roseau;DMRSU
59.9833;6.0167;Rosendal;NORSE
54.0833;12.1333;Rostock;DERSK
56.0364;-3.427;Rosyth;GBROY
51.9167;4.5;Rotterdam;NLRTM
49.438;1.0956;Rouen;FRURO
62.1167;-6.7167;Runavik;FORVK
-35.2617;174.1222;Russell (Bay of Islands);NZBOI
58.5333;22.2333;Saaremaa sadam;EESMA
17.6331;-63.2367;Saba;NLSAB
5.882;95.321;Sabang, Sumatra;IDSBG
26.7633;33.9402;Safaga;EGSGA
48.4167;-71.0667;Saguenay;CASAG
32.3833;-64.6833;Saint George;BMSGE
12.0678;-61.7462;Saint George's;GDSTG
49.45;-2.5333;Saint Peter Port, Guernsey;GBPPO
18.35;-64.9333;Saint Thomas;VISTT
-20.9317;55.3222;Saint-Denis de la Réunion Apt;RERUN
48.65;-2.0167;Saint-Malo;FRSML
47.2833;-2.2;Saint-Nazaire;FRSNR
44.8667;0.5833;Saint-Raphaël;FRSRL
43.2667;6.6333;Saint-Tropez;FRSTP
15.2389;145.7389;Saipan;MPSPN
35.5315;133.243;Sakaiminato;JPSMN
16.9422;54.00598;Salalah;OMSLL
-8.2233;-78.985;Salaverry (Trujillo);PESVY
40.6735;14.784;Salerno;ITSAL
-12.9706;-38.5126;Salvador;BRSSA
19.2;-69.3167;Samana;DOSAM
37.7495;26.9742;Samos;GRSMI
12.5919;-81.7105;San Andres;COSAD
-33.5842;-71.6283;San Antonio (Santiago);CLSAI
38.9806;1.3019;San Antonio, Ibiza;ESSAA
32.7;-117.15;San Diego;USSAN
37.7771;-122.4196;San Francisco;USSFO
18.45;-66.0833;San Juan;PRSJU
11.2594;-85.8897;San Juan del Sur;NISJS
13.4011;-87.4283;San Lorenzo;HNSLO
28.0924;-17.1132;San Sebastian de la Gomera;ESSSG
5.8139;118.0917;Sandakan;MYSKN
43.798;7.779;Sanremo;ITSRE
28.6833;-17.7667;Santa Cruz de La Palma;ESSPC
28.463;-16.2834;Santa Cruz de Tenerife;ESSCT
44.3417;9.2269;Santa Margherita Ligure (Portofino);ITSML
11.2511;-74.2175;Santa Marta;COSMR
43.4642;-3.8222;Santander;ESSDR
-2.4405;-54.6986;Santarém;BRSTM
20.0218;-75.8222;Santiago de Cuba;CUSCU
18.4707;-69.877;Santo Domingo;DOSDQ
15.7;-88.6167;Santo Tomas de Castilla;GTSTC
-23.95;-46.3333;Santos;BRSSZ
18.2815;109.4986;Sanya, Hainan;CNSYX
39.8833;20.0;Sarande;ALSAR
33.1641;129.7255;Sasebo;JPSSB
32.0809;-81.0912;Savannah;USSAV
44.3183;8.5;Savona;ITSVN
11.1849;-60.7367;Scarborough, Tobago;TTSCA
58.6167;-3.5494;Scrabster;GBSCR
47.6036;-122.3295;Seattle;USSEA
-6.9667;110.4833;Semarang, Java;IDSRG
38.1333;140.9167;Sendai;JPSDJ
50.2;-66.3833;Sept-Iles;CASEI
43.3987;3.6626;Sete (Montpellier);FRSET
38.5333;-8.9;Setúbal;PTSET
44.6;33.5333;Sevastopol;UASVP
40.2167;-3.8667;Seville;ESSEV
60.1128;-149.4392;Seward, AK;USSWD
65.2602;-14.0072;Seydisfjordur;ISSEY
31.4078;121.5049;Shanghai;CNSHA
27.8667;34.2833;Sharm El Sheikh;EGSSH
22.4756;113.9117;Shekou;CNSHK
22.5562;114.1188;Shenzhen Pt;CNSZP
-12.9847;143.6119;Sherrard Island (Anchorage), Queensland;AUSHR
35.009;138.497;Shimizu;JPSMZ
33.98;130.896;Shimonoseki;JPSHI
33.6767;135.9783;Shingu;JPSHN
43.7333;15.8833;Sibenik;HRSIB
10.6093;103.53;Sihanoukville;KHSIH
1.2617;103.8187;Singapore;SGSIN
42.0236;35.1506;Sinop;TRSIC
24.2873;52.6557;Sir Bani, Yas Island;AEYAS
37.0821;15.2987;Siracusa;ITSIR
66.9389;-53.7;Sisimiut (Holsteinsborg);GLJHS
57.7248;10.5961;Skagen;DKSKA
61.4833;7.5833;Skjolden;NOSLN
-8.5517;119.4792;Slawi Bay, Komodo Island;IDSLW
55.0333;68.05;Sochi;RUSOC
38.2068;128.5971;Sokcho;KRSHO
29.65;32.35;Sokhna Port;EGSOK
40.6263;14.3694;Sorrento;ITRRO
68.6853;15.4097;Sortland;NOSLX
35.4833;24.1333;Souda Bay;GRGAF
13.8571;-61.0573;Soufrière;LCSOF
35.8291;10.6378;Sousse;TNSUS
55.9894;-3.3961;South Queensferry (Edinburgh);GBSOQ
50.9146;-1.3427;Southampton;GBSOU
43.5028;16.4355;Split;HRSPU
52.9333;1.1;St Helier;GBTNR
17.1167;-61.85;St John's, AG;AGSJO
47.5667;-52.7333;St John's, CA;CASJF
45.2667;-66.0667;St John, NB;CASJB
46.7667;-56.1833;St Pierre (Clearance Stop);PM071
59.8833;30.25;St. Petersburg;RULED
58.9667;5.75;Stavanger;NOSVG
59.3525;18.0355;Stockholm;SESTO
58.2171;-6.3859;Stornoway;GBSTO
58.9658;-3.3031;Stromness, Orkney Islands;GBSNS
14.8667;120.2333;Subic Bay;PHSFS
30.8442;32.4876;Suez Canal Transit;EGSZC
62.3911;17.3503;Sundsvall;SESDL
-7.2333;112.75;Surabaya;IDSUB
-18.1188;178.437;Suva;FJSUV
68.2363;14.5575;Svolvær;NOSVJ
46.1373;-60.1956;Sydney, NS;CASYD
-33.85;151.2;Sydney, NSW;AUSYD
37.0611;15.2944;Syracusa, Sicily;ITSY1
53.2833;14.7833;Szczecin (Berlin);PLSCZ
3.8581;-159.305;Tabuaeran (Fanning Island);KITNB
24.1638;120.6471;Taichung;TWTXG
-8.9097;-140.1014;Taiohae, Nuku Hiva;PFAAH
4.8878;-1.7386;Takoradi;GHTKD
59.4333;24.7333;Tallinn;EETLL
-18.1419;49.3812;Tamatave (Toamasina);MGTMM
27.9465;-82.4593;Tampa;USTPA
22.25;-97.8667;Tampico;MXTAM
35.7833;-5.8167;Tangier;MATNG
-6.0801;106.8908;Tanjung Priok (Jakarta);IDTPP
37.85;15.2833;Taormina;ITTAO
41.1178;1.2371;Tarragona;ESTAR
-37.6833;176.1667;Tauranga;NZTRG
5.6356;0.0225;Tema (Accra);GHTEM
15.8692;-61.5836;Terre-de-Haut, Iles des Saintes;GPTDH
40.6333;22.95;Thessaloniki;GRSKG
36.4167;25.4333;Thira (Santorini);GRJTR
38.98;117.81;Tianjin;CNTSN
51.4639;0.3661;Tilbury (London);GBTIL
-44.3833;171.25;Timaru;NZTIU
35.6833;139.75;Tokyo;JPTYO
25.6;-109.05;Topolobampo, Sinaloa;MXTPB
50.45;-3.5;Torquay (Torbay), England;GBTOR
62.0167;-6.7667;Tórshavn;FOTHO
18.4233;-64.6181;Tortola;VGTOV
43.1278;5.9148;Toulon;FRTLN
36.6912;137.2201;Toyama;JPTOY
41.0012;39.7167;Trabzon;TRTZX
38.0167;12.4833;Trapani;ITTPS
53.9586;10.8672;Travemünde;DETRV
45.64789;13.75875;Trieste;ITTRS
32.9181;13.2264;Tripoli;LYTIP
69.6667;18.9667;Tromso;NOTOS
63.3714;10.3623;Trondheim;NOTRD
60.45;22.2833;Turku;FITKU
55.0167;-1.4;Tyne;GBTYN
-23.4352;-45.0704;Ubatuba;BRUBT
60.5697;6.9186;Ulvik;NOUVK
-54.8;-68.3;Ushuaia;ARUSH
63.1;21.6;Vaasa;FIVAA
-16.5;-151.75;Vaitape, Bora Bora;PFVAI
39.4631;-0.3253;Valencia;ESVLC
35.8833;14.5;Valletta;MTMLA
-33.0333;-71.6333;Valparaiso (Santiago);CLVAP
-16.6228;179.01;Vanau Levu;FJVNU
43.2137;27.8966;Varna;BGVAR
45.4333;12.3333;Venice;ITVCE
19.2;-96.0833;Veracruz;MXVER
42.2304;-8.7091;Vigo;ESVGO
61.0858;6.5799;Vik - Sogn;NOVIS
43.7;7.3167;Villefranche-sur-Mer (Nice);FRVFM
57.6384;18.3;Visby;SEVBY
-20.3174;-40.2926;Vitoria;BRVIX
43.1233;131.8996;Vladivostok;RUVVO
51.4453;3.6044;Vlissingen (Flushing);NLVLI
39.3667;22.95;Volos;GRVOL
10.35;107.0667;Vung Tau;VNVUT
-35.2183;174.1297;Waitangi;NZWT1
34.2182;135.1723;Wakayama;JPWAK
45.423;141.7069;Wakkanai;JPWKJ
-15.9733;167.3775;Wala Island, Malakula;VUWAL
-22.9806;14.4822;Walvis Bay;NAWVB
54.1667;12.0833;Warnemunde;DEWAR
52.25;-7.1;Waterford;IEWAT
-41.2667;174.7833;Wellington;NZWLG
28.0353;120.6592;Wenzhou;CNWZO
-33.7667;150.9833;Whitsunday Islands (Fitzalan);AUWHI
12.1;-68.9167;Willemstad;CWWIL
34.2167;-77.9333;Wilmington;USILM
56.4833;-132.3667;Wrangell, AK;USWRG
24.4596;118.0895;Xiamen;CNXMN
31.1852;118.0658;Xingang;CNXGG
44.5023;34.157;Yalta;UAYAL
9.5334;138.1167;Yap Island;FMYAP
32.5068;130.6065;Yatsushiro;JPYAT
34.75;127.7167;Yeosu;KRYOS
34.5754;136.3728;Yokkaichi;JPYKK
35.45;139.65;Yokohama;JPYOK
24.45313;122.94059;Yonagunijima;JPOGN
-16.8108;145.7208;Yorkeys Knob (Cairns);AUYRK
55.4183;13.8183;Ystad;SEYST
44.1167;15.2333;Zadar;HRZAD
37.7833;20.9;Zákynthos;GRZTH
-6.1838;39.2357;Zanzibar;TZZNZ
51.3333;3.2;Zeebrugge;BEZEE
29.95;121.7;Zhenhai;CNZHH
30.0167;122.1;Zhoushan Pt;CNZOS
17.6667;-101.65;Zihuatanejo, Guerrero;MXZIH
13.0703;100.8956;Laem Chabang;THLCH
2.7652;101.31;Port Kelang;MYPKG
1.606;104.352;Singapore;SGSIN
1.7831;104.451;Singapore;SGSIN
1.8168;104.431;Singapore;SGSIN
1.8235;104.4694;Singapore;SGSIN
1.875;104.465;Singapore;SGSIN
1.62;104.86;Singapore;SGSIN
40.5;17.15;Taranto;ITTAR
-34.58;-58.36;Buenos Aires;ARBUE
31.22;122.45;Shanghai;CNSHA
31.55;123.61;Shanghai;CNSHA
54.63;-5.88;Belfast;GBBEL
59.52;23.79;Tallinn;EETLL
27.64;-15.95;Las Palmas, Gran Canaria, Anchorage;ATLP1
40.33;9.75;Olbia (Sardinia);ITOLB
52.53;4.29;IJmuiden;NLIJM
57.59;11.09;Skagen;DKSKA
20.95;107.06;Cai Lan;VNCLN
-5.66;107.0;Jakarta;IDJKT
14.1;119.45;Manila;PHMNL
21.97;114.0;Shenzhen Pt;CNSZP
34.34;128.42;Yeosu;KRYOS
42.91;10.62;Piombino;ITPIO
17.477;-63.0107;Sint Eustatius (technical stop);NLSEU
38.9536;139.8254;Sakata;JPSKT
34.4958;136.8529;Toba;JPTOB
-4.3554;55.7904;Praslin;SCPRI
-10.3156;150.4548;Alotau;PGGUR
31.4651;31.7598;Damietta;EGDAM
38.4268;22.4161;Itea;GRITA
28.391;129.4962;Naze (Amami Oshima);JPNAZ
20.038;110.274;Haikou;CNHAK
27.897;121.113;Wenzhou;CNWZO
33.748;-118.277;Los Angeles (San Pedro);USSPQ
25.1799;56.365;Al Fujairah;AE000
25.1799;56.365;Al Fujairah;AE000
58.2981;-134.4064;Juneau;USJNU
55.34217;-131.65;Ketchikan, AK, USA;USKTN
57.11535;-135.394;Sitka, AK;USSIT
49.288;-123.109;Vancouver;CAVAN
59.443;-135.329;Skagway, AK;USSGY
19.63246;-156.003;Kailua Kona, Hawaii;USKHH
-20.2197;148.737;Airlie Beach;AUWSI
-21.5488;167.87;Tadine;Missing
-23.85;151.5;Gladstone;AUGLT
-34.393;150.988;Wollongong;AUWOL
-9.47;115.45;Denpasar, Bali;IDBAL
-9.47;115.45;Denpasar, Bali;IDBAL
8.7799;78.782;Ramanathapuram;INRMP
10.946;75.22;Kozhikode (ex Calicut);INCCJ
30.351;-89.089;Gulfport;USGFP
-35.712;137.954;Penneshaw;AUPEA
-42.879;147.341;Hobart;AUHBA
-43.1437;147.8697;Port Arthur;AUPAU
-37.073;149.907;Eden;AUQDN
-23.845;151.465;Gladstone;AUGLT
-27.376;153.163;Fisherman Islands;AUFIS
-16.927;145.78;Cairns;AUCNS
-10.3177;150.455;Alotau;PGGUR
-4.202;152.1675;Rabaul;PGRAB
-33.609;115.309;Busselton;AUBUS
55.707;-6.017;Ardtalla;Missing
50.612;-2.373;Weymouth;GBWEY
50.435;-3.499;Torquay;GBTOR
50.7;-1.827;Bournemouth;GBBOH
54.995;-1.447;North Shields;GBNSH
37.866;27.216;Kusadasi;TRKUS
56.3;-6.403;Fionnphort, Isle of Mull;GBFIO
